City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
71,Maltahohe,NA,2022-02-02 21:27:47,-24.8333,16.9833,72.48,48,61,16.11
72,Vaini,TO,2022-02-02 21:26:04,-21.2,-175.2,86.16,70,20,8.05
73,Caravelas,BR,2022-02-02 21:27:47,-17.7125,-39.2481,79.52,82,100,6.15
74,Vila Franca Do Campo,PT,2022-02-02 21:27:47,37.7167,-25.4333,58.19,75,25,9.31
75,Katsuura,JP,2022-02-02 21:27:48,35.1333,140.3,37.51,52,24,10.87
76,Nishihara,JP,2022-02-02 21:27:48,26.1842,127.7558,70.88,92,100,9.22
77,Cap Malheureux,MU,2022-02-02 21:27:48,-19.9842,57.6142,79.29,88,100,21.0
78,Deputatskiy,RU,2022-02-02 21:27:49,69.3,139.9,-23.69,93,26,6.17
79,Maningrida,AU,2022-02-02 21:27:49,-12.0667,134.2667,76.77,89,99,9.24
80,Kapaa,US,2022-02-02 21:27:50,22.0752,-159.319,80.47,65,0,1.01
81,Salinopolis,BR,2022-02-02 21:27:50,-0.6136,-47.3561,79.07,83,97,14.03
82,Mahibadhoo,MV,2022-02-02 21:27:50,3.7833,72.9667,82.08,71,4,9.82
83,Oktyabrskiy,RU,2022-02-02 21:27:51,54.4815,53.471,28.53,92,100,15.01
84,San Patricio,US,2022-02-02 21:27:51,28.017,-97.5169,81.28,68,100,16.51
85,Mount Gambier,AU,2022-02-02 21:27:52,-37.8333,140.7667,57.11,67,100,14.97
86,Bredasdorp,ZA,2022-02-02 21:27:52,-34.5322,20.0403,69.12,73,47,8.05
87,Lompoc,US,2022-02-02 21:27:52,34.6391,-120.4579,67.69,18,0,14.97
88,Klaksvik,FO,2022-02-02 21:27:53,62.2266,-6.589,41.92,82,100,10.38
89,Naryan-Mar,RU,2022-02-02 21:27:53,67.6713,53.087,7.75,96,100,7.7
90,Leningradskiy,RU,2022-02-02 21:28:53,69.3833,178.4167,-14.17,95,30,9.71
91,Haines Junction,CA,2022-02-02 21:28:54,60.7522,-137.5108,-0.45,60,99,5.75
92,Tuktoyaktuk,CA,2022-02-02 21:28:54,69.4541,-133.0374,-22.0,69,75,11.5
93,Guerrero Negro,MX,2022-02-02 21:28:54,27.9769,-114.0611,63.84,52,3,12.48
94,Maarianhamina,AX,2022-02-02 21:28:55,60.0973,19.9348,21.06,93,75,0.0
95,Taywarah,AF,2022-02-02 21:28:55,33.35,64.4167,2.05,92,24,4.88
96,Zapolyarnyy,RU,2022-02-02 21:28:16,69.4154,30.8136,-1.12,96,100,2.98
97,Santo Tomas,PH,2022-02-02 21:28:56,14.1079,121.1414,77.25,88,85,6.2
98,Khatanga,RU,2022-02-02 21:28:56,71.9667,102.5,-37.3,98,49,2.55
99,Severo-Kurilsk,RU,2022-02-02 21:26:45,50.6789,156.125,27.19,81,97,7.54
100,Pevek,RU,2022-02-02 21:28:57,69.7008,170.3133,-8.57,76,32,4.63
101,Chuy,UY,2022-02-02 21:28:57,-33.6971,-53.4616,77.38,66,0,13.29
102,Demir Kapija,MK,2022-02-02 21:28:57,41.405,22.2489,43.11,92,56,4.27
103,Boljevac,RS,2022-02-02 21:27:52,43.8303,21.9531,35.85,96,84,4.21
104,Port Elizabeth,ZA,2022-02-02 21:28:58,-33.918,25.5701,72.1,100,75,13.8
105,Yellowknife,CA,2022-02-02 21:28:15,62.456,-114.3525,-20.7,75,20,3.44
106,Hede,CN,2022-02-02 21:28:59,33.7681,120.2517,30.78,69,95,2.75
107,Powell River,CA,2022-02-02 21:28:59,49.8496,-124.5361,37.08,93,100,6.91
108,Zaltan,LY,2022-02-02 21:28:59,32.947,11.8665,57.02,67,72,15.95
109,Miandrivazo,MG,2022-02-02 21:29:00,-19.5167,45.4667,78.69,81,59,0.83
110,Bereda,ES,2022-02-02 21:29:00,43.2686,-7.5406,53.91,100,91,1.72
111,Burns Lake,CA,2022-02-02 21:29:00,54.2331,-125.7533,6.22,88,100,2.73
112,Khon Buri,TH,2022-02-02 21:29:01,14.5254,102.2459,79.54,79,17,2.86
113,Bonnyville,CA,2022-02-02 21:29:01,54.2668,-110.735,-10.57,85,37,11.27
114,Nchelenge,ZM,2022-02-02 21:29:02,-9.3451,28.734,71.8,77,100,5.44
115,Kodiak,US,2022-02-02 21:29:02,57.79,-152.4072,36.91,87,100,0.0
116,Ancud,CL,2022-02-02 21:29:02,-41.8697,-73.8203,70.23,73,94,8.14
117,Coahuayana,MX,2022-02-02 21:26:53,18.7333,-103.6833,87.28,35,0,7.52
118,Waingapu,ID,2022-02-02 21:29:03,-9.6567,120.2641,78.48,80,15,8.84
119,Miri,MY,2022-02-02 21:29:03,4.4148,114.0089,75.34,100,40,0.0
120,Lakatoro,VU,2022-02-02 21:29:04,-16.0999,167.4164,82.67,77,74,1.1
121,Mehamn,NO,2022-02-02 21:29:04,71.0357,27.8492,21.38,75,100,8.19
122,Fallon,US,2022-02-02 21:29:04,39.4735,-118.7774,37.27,32,20,9.22
123,Tautira,PF,2022-02-02 21:29:05,-17.7333,-149.15,84.22,77,17,17.47
124,Belaya Gora,RU,2022-02-02 21:29:05,68.5333,146.4167,-26.84,100,98,4.81
125,Portland,US,2022-02-02 21:27:34,45.5234,-122.6762,46.29,93,100,3.0
126,Gao,ML,2022-02-02 21:29:06,16.6362,1.637,67.98,10,0,10.02
127,Beringovskiy,RU,2022-02-02 21:25:21,63.05,179.3167,1.22,80,75,19.95
128,Ornskoldsvik,SE,2022-02-02 21:29:06,63.2909,18.7153,9.55,92,100,4.61
129,Souillac,MU,2022-02-02 21:29:07,-20.5167,57.5167,79.36,100,75,33.38
130,Tukrah,LY,2022-02-02 21:29:07,32.5341,20.5791,54.14,62,97,18.43
131,Cape Town,ZA,2022-02-02 21:27:53,-33.9258,18.4232,65.88,90,40,1.99
132,Port Macquarie,AU,2022-02-02 21:28:05,-31.4333,152.9167,69.69,100,100,9.22
133,Kajaani,FI,2022-02-02 21:29:08,64.2273,27.7285,-7.55,84,100,1.14
134,New Norfolk,AU,2022-02-02 21:29:08,-42.7826,147.0587,57.7,69,67,1.01
135,Thornbury,GB,2022-02-02 21:29:08,52.2333,-2.55,48.45,83,100,5.77
136,Kaniama,CD,2022-02-02 21:29:09,-7.5667,24.1833,66.16,97,99,2.21
137,Hualmay,PE,2022-02-02 21:29:09,-11.0964,-77.6139,75.6,68,3,13.4
138,High Level,CA,2022-02-02 21:30:07,58.5169,-117.136,-11.09,77,40,6.91
139,Ballina,AU,2022-02-02 21:30:10,-28.8667,153.5667,73.78,100,100,12.66
140,Saldanha,ZA,2022-02-02 21:30:11,-33.0117,17.9442,66.25,86,79,6.91
141,Qaqortoq,GL,2022-02-02 21:30:11,60.7167,-46.0333,5.5,69,56,7.52
142,Tatarsk,RU,2022-02-02 21:30:12,55.219,75.9828,5.07,96,99,7.61
143,Naruja,GE,2022-02-02 21:30:15,41.9069,41.9542,52.12,70,99,5.75
144,Mantua,IT,2022-02-02 21:30:15,45.1667,10.7833,53.71,84,0,3.0
145,Krasnyy Chikoy,RU,2022-02-02 21:30:16,50.3643,108.7512,-9.17,100,100,1.92
146,Abay,KZ,2022-02-02 21:30:16,49.6311,72.8539,1.78,88,100,3.06
147,Avarua,CK,2022-02-02 21:29:37,-21.2078,-159.775,82.45,83,75,18.41
148,Hermanus,ZA,2022-02-02 21:26:18,-34.4187,19.2345,66.9,86,7,9.8
149,Nuuk,GL,2022-02-02 21:30:17,64.1835,-51.7216,11.01,48,75,6.91
150,Luwuk,ID,2022-02-02 21:29:21,-0.9516,122.7875,77.0,78,100,5.01
151,Cogealac,RO,2022-02-02 21:30:18,44.55,28.5667,34.05,83,100,6.11
152,Provideniya,RU,2022-02-02 21:30:18,64.3833,-173.3,3.47,69,18,22.62
153,Ngorongoro,TZ,2022-02-02 21:30:19,-3.2397,35.4875,50.83,87,88,3.83
154,Pak Phanang,TH,2022-02-02 21:30:19,8.3511,100.202,77.49,83,55,7.45
155,Okulovka,RU,2022-02-02 21:30:20,58.4008,33.2908,16.92,96,100,2.3
156,Yerbogachen,RU,2022-02-02 21:30:20,61.2767,108.0108,-5.03,99,98,3.58
157,Kaitangata,NZ,2022-02-02 21:30:20,-46.2817,169.8464,54.36,95,100,4.99
158,Isangel,VU,2022-02-02 21:30:21,-19.55,169.2667,82.02,74,99,2.44
159,Manta,EC,2022-02-02 21:30:21,-0.95,-80.7333,80.38,83,75,10.36
160,Yuxia,CN,2022-02-02 21:30:22,34.0615,108.6291,30.81,68,99,3.56
161,Hefei,CN,2022-02-02 21:28:06,31.8639,117.2808,33.82,93,100,2.24
162,Georgetown,MY,2022-02-02 21:30:16,5.4112,100.3354,80.53,91,20,0.0
163,Tuatapere,NZ,2022-02-02 21:30:22,-46.1333,167.6833,57.81,85,100,6.87
164,Tenenkou,ML,2022-02-02 21:30:23,14.4572,-4.9169,72.63,13,0,11.16
165,Sao Filipe,CV,2022-02-02 21:30:23,14.8961,-24.4956,75.78,65,3,17.96
166,Ilulissat,GL,2022-02-02 21:30:23,69.2167,-51.1,-0.38,65,20,29.93
167,Okhotsk,RU,2022-02-02 21:30:24,59.3833,143.3,7.0,75,100,15.39
168,Takoradi,GH,2022-02-02 21:30:24,4.8845,-1.7554,80.37,81,1,10.09
169,Zemio,CF,2022-02-02 21:30:25,5.0314,25.1361,80.55,28,99,1.61
170,Opuwo,NA,2022-02-02 21:30:25,-18.0607,13.84,66.02,57,49,7.25
171,Neiafu,TO,2022-02-02 21:30:26,-18.65,-173.9833,84.88,79,40,3.44
172,Sinop,TR,2022-02-02 21:30:26,41.7711,34.8709,38.68,85,100,13.27
173,Abu Dhabi,AE,2022-02-02 21:30:25,24.4667,54.3667,66.96,65,40,8.05
174,Kavieng,PG,2022-02-02 21:30:26,-2.5744,150.7967,78.42,84,100,13.67
175,Lata,PT,2022-02-02 21:30:27,40.1629,-8.3327,51.93,73,95,2.26
176,Severodvinsk,RU,2022-02-02 21:30:27,64.5635,39.8302,12.31,98,96,3.06
177,Saint-Augustin,CA,2022-02-02 21:30:28,51.226,-58.6502,23.79,82,100,24.43
178,Kilimatinde,TZ,2022-02-02 21:30:28,-5.85,34.95,65.97,92,100,1.57
179,Bethel,US,2022-02-02 21:30:28,41.3712,-73.414,43.63,81,100,1.14
180,Grindavik,IS,2022-02-02 21:30:29,63.8424,-22.4338,27.07,63,75,1.14
181,Margate,GB,2022-02-02 21:30:29,51.3813,1.3862,47.91,82,100,4.0
182,Comodoro Rivadavia,AR,2022-02-02 21:30:00,-45.8667,-67.5,84.06,21,0,12.66
183,Pisco,PE,2022-02-02 21:30:07,-13.7,-76.2167,78.85,57,0,20.71
184,Sangar,RU,2022-02-02 21:30:30,63.9242,127.4739,-31.32,100,72,2.44
185,Clyde River,CA,2022-02-02 21:29:35,70.4692,-68.5914,-16.37,76,100,8.05
186,Konevo,RU,2022-02-02 21:30:30,62.1215,39.3192,10.0,98,99,1.79
187,Tosya,TR,2022-02-02 21:31:31,41.0155,34.0401,38.19,96,100,9.44
188,Hasaki,JP,2022-02-02 21:31:31,35.7333,140.8333,25.2,50,36,10.02
189,Adrar,MR,2022-02-02 21:31:32,20.5022,-10.0711,70.34,20,81,10.2
190,Petropavlovsk-Kamchatskiy,RU,2022-02-02 21:30:11,53.0452,158.6483,23.59,93,75,4.47
191,Turukhansk,RU,2022-02-02 21:31:32,65.8167,87.9833,1.13,96,100,6.42
192,Nanortalik,GL,2022-02-02 21:31:32,60.1432,-45.2371,6.84,67,29,7.96
193,Sabang,ID,2022-02-02 21:31:33,5.8933,95.3214,80.65,78,48,8.23
194,Baturaja,ID,2022-02-02 21:31:33,-4.1333,104.1667,72.05,99,94,1.39
195,Taoudenni,ML,2022-02-02 21:31:33,22.6783,-3.9836,67.33,18,7,14.76
196,Broome,US,2022-02-02 21:31:34,42.2506,-75.833,42.01,70,0,1.99
197,Saint Anthony,US,2022-02-02 21:30:12,45.0205,-93.218,8.53,52,0,5.99
198,Nerchinskiy Zavod,RU,2022-02-02 21:31:34,51.3088,119.61,-26.05,99,63,2.66
199,Aktau,KZ,2022-02-02 21:31:35,43.65,51.2,36.18,78,75,17.58
200,Labuhan,ID,2022-02-02 21:31:35,-6.8844,112.2051,77.63,86,100,5.12
201,Baruun-Urt,MN,2022-02-02 21:31:36,46.6806,113.2792,-11.6,94,68,3.47
202,Sioux Lookout,CA,2022-02-02 21:31:36,50.1001,-91.917,-9.02,64,75,12.66
203,Chivay,PE,2022-02-02 21:31:36,-15.6383,-71.6011,51.69,74,94,9.78
204,Sistranda,NO,2022-02-02 21:31:37,63.7256,8.834,31.96,73,92,19.26
205,Torbay,CA,2022-02-02 21:31:37,47.6666,-52.7314,26.49,84,40,4.61
206,Korem,ET,2022-02-02 21:31:37,12.5058,39.5228,53.49,81,71,5.23
207,Narsaq,GL,2022-02-02 21:31:38,60.9167,-46.05,5.22,66,56,7.92
208,Werda,BW,2022-02-02 21:31:38,-25.2667,23.2833,78.39,56,79,7.14
209,San Isidro,PE,2022-02-02 21:31:39,-12.1167,-77.05,76.59,61,0,13.8
210,Upernavik,GL,2022-02-02 21:31:39,72.7868,-56.1549,-5.13,69,100,7.65
211,Kirkuk,IQ,2022-02-02 21:31:39,35.4681,44.3922,48.06,50,100,5.82
212,Lamu,KE,2022-02-02 21:31:40,-2.2717,40.902,79.02,89,100,9.35
213,Carabalan,PH,2022-02-02 21:31:40,10.1061,122.9481,73.38,90,98,6.96
214,Alyangula,AU,2022-02-02 21:31:40,-13.8483,136.4192,80.47,83,100,10.36
215,Banda Aceh,ID,2022-02-02 21:31:41,5.5577,95.3222,76.89,86,39,6.06
216,Saint George,US,2022-02-02 21:30:55,37.1041,-113.5841,43.63,19,0,5.01
217,Filadelfia,US,2022-02-02 21:30:32,39.9523,-75.1638,46.72,77,75,0.0
218,Kibala,TD,2022-02-02 21:31:42,9.1104,18.3463,75.15,27,0,6.91
219,Longyearbyen,SJ,2022-02-02 21:31:42,78.2186,15.6401,17.44,67,79,12.66
220,Kulunda,RU,2022-02-02 21:31:43,52.566,78.9385,-5.35,100,94,2.95
221,Tarifa,ES,2022-02-02 21:31:43,36.0139,-5.607,57.15,79,89,10.13
222,Ribeira Grande,PT,2022-02-02 21:29:36,38.5167,-28.7,61.2,72,40,13.8
223,Qaanaaq,GL,2022-02-02 21:26:58,77.484,-69.3632,-15.68,77,100,7.05
224,Constitucion,CL,2022-02-02 21:31:40,-35.3333,-72.4167,64.42,73,31,8.59
225,Bam,IR,2022-02-02 21:31:44,29.106,58.357,48.43,43,0,6.53
226,Chapais,CA,2022-02-02 21:31:44,49.7834,-74.8492,13.78,90,100,7.87
227,Kamenka,RU,2022-02-02 21:31:45,51.3223,42.7678,31.75,99,100,6.17
228,Kumluca,TR,2022-02-02 21:31:45,36.3703,30.2869,55.45,82,100,14.18
229,Kharopon,GR,2022-02-02 21:31:45,41.2667,23.3833,39.47,87,100,6.4
230,Saskylakh,RU,2022-02-02 21:31:46,71.9167,114.0833,-30.41,100,28,2.59
231,Nouakchott,MR,2022-02-02 21:31:46,18.0858,-15.9785,85.93,25,0,11.52
232,Mount Isa,AU,2022-02-02 21:32:46,-20.7333,139.5,80.37,78,100,4.61
233,Bayan,CN,2022-02-02 21:32:47,46.0833,127.4,-5.06,98,100,4.23
234,Svetlyy,RU,2022-02-02 21:32:47,54.675,20.1347,30.25,74,100,10.58
235,Sitka,US,2022-02-02 21:32:48,57.0531,-135.33,37.29,93,100,5.75
236,Segesd,HU,2022-02-02 21:32:48,46.3414,17.3513,39.0,59,27,17.49
237,Kuytun,RU,2022-02-02 21:32:48,54.3419,101.5036,-18.6,100,95,1.21
238,Bambous Virieux,MU,2022-02-02 21:32:49,-20.3428,57.7575,79.21,100,75,33.38
239,Port Blair,IN,2022-02-02 21:29:28,11.6667,92.75,76.53,71,79,5.93
240,Bukama,CD,2022-02-02 21:32:49,-9.2,25.85,68.52,95,99,0.49
241,San Jeronimo,PE,2022-02-02 21:32:50,-11.9472,-75.2829,60.22,58,58,4.18
242,Nyurba,RU,2022-02-02 21:32:50,63.2842,118.3319,-33.93,100,81,3.4
243,Saqqez,IR,2022-02-02 21:32:51,36.2499,46.2735,14.2,62,61,4.23
244,Pasighat,IN,2022-02-02 21:32:51,28.0667,95.3333,53.4,71,78,3.38
245,Iqaluit,CA,2022-02-02 21:32:51,63.7506,-68.5145,8.33,78,100,11.01
246,Palmer,US,2022-02-02 21:32:52,42.1584,-72.3287,45.01,72,75,0.0
247,Nemuro,JP,2022-02-02 21:30:42,43.3236,145.575,22.8,72,54,8.23
248,Alofi,NU,2022-02-02 21:32:28,-19.0595,-169.9187,76.89,88,75,6.91
249,Jagadhri,IN,2022-02-02 21:32:52,30.1667,77.3,56.48,61,100,5.17
250,Rudsar,IR,2022-02-02 21:32:53,37.1376,50.288,40.98,55,0,7.14
251,Faya,SA,2022-02-02 21:29:25,18.3851,42.4509,57.31,70,13,0.54
252,Severo-Yeniseyskiy,RU,2022-02-02 21:32:54,60.3725,93.0408,10.15,95,100,4.88
253,Sao Paulo De Olivenca,BR,2022-02-02 21:32:54,-3.3783,-68.8725,74.53,94,98,3.27
254,Acari,PE,2022-02-02 21:32:55,-15.4311,-74.6158,77.88,65,18,9.91
255,Yanggu,CN,2022-02-02 21:32:55,36.1106,115.7753,30.33,47,31,5.44
256,Ewa Beach,US,2022-02-02 21:32:55,21.3156,-158.0072,80.55,56,0,4.0
257,Marzuq,YE,2022-02-02 21:32:56,14.4,46.4667,64.09,48,94,4.38
258,Samarai,PG,2022-02-02 21:32:56,-10.6167,150.6667,80.47,79,98,6.58
259,Robertsport,LR,2022-02-02 21:32:56,6.7533,-11.3686,80.31,83,11,9.91
260,Udachnyy,RU,2022-02-02 21:32:57,66.4167,112.4,-32.73,100,45,3.15
261,Basco,PH,2022-02-02 21:32:57,20.4487,121.9702,75.45,71,84,15.59
262,Bhinmal,IN,2022-02-02 21:32:57,25.0,72.25,62.94,76,4,12.97
263,Jalu,LY,2022-02-02 21:30:35,29.0331,21.5482,53.26,58,51,13.51
264,Dikson,RU,2022-02-02 21:32:58,73.5069,80.5464,-7.8,98,94,9.89
265,Jawhar,SO,2022-02-02 21:32:58,2.7809,45.5005,75.63,80,82,13.91
266,Winona,US,2022-02-02 21:32:59,43.9666,-91.7668,11.41,57,0,16.11
267,Oparino,RU,2022-02-02 21:32:59,59.8518,48.2783,20.8,94,100,7.94
268,Hobyo,SO,2022-02-02 21:31:13,5.3505,48.5268,77.85,74,92,19.62
269,Haikou,CN,2022-02-02 21:31:07,20.0458,110.3417,55.53,94,100,8.95
270,Newcastle,AU,2022-02-02 21:31:22,-32.9272,151.7765,65.82,94,100,5.99
271,Vitim,RU,2022-02-02 21:33:00,59.4511,112.5578,-9.51,99,100,3.85
272,Ust-Nera,RU,2022-02-02 21:33:00,64.5667,143.2,-18.38,99,90,2.77
273,Bograd,RU,2022-02-02 21:33:00,54.2344,90.8328,-22.25,98,79,2.84
274,Lebu,CL,2022-02-02 21:33:01,-37.6167,-73.65,63.72,79,45,11.01
275,Santa Rosa,PH,2022-02-02 21:30:26,14.3122,121.1114,78.78,77,85,8.3
276,Batagay,RU,2022-02-02 21:33:01,67.6333,134.6333,-33.52,99,76,3.36
277,Pizarro,CO,2022-02-02 21:33:02,4.9533,-77.366,80.29,75,19,4.85
278,Vakhrushev,RU,2022-02-02 21:34:03,48.9833,142.9667,0.97,91,42,7.25
279,Kahului,US,2022-02-02 21:34:03,20.8947,-156.47,80.62,64,20,6.91
280,Bathsheba,BB,2022-02-02 21:34:03,13.2167,-59.5167,81.21,69,40,13.8
281,Lagoa,PT,2022-02-02 21:34:04,39.05,-27.9833,58.26,73,4,7.4
282,Quthing,LS,2022-02-02 21:34:04,-30.4,27.7003,70.86,58,97,3.36
283,Broken Hill,AU,2022-02-02 21:34:05,-31.95,141.4333,58.71,55,0,17.27
284,Hervey Bay,AU,2022-02-02 21:30:09,-25.2986,152.8535,75.04,80,98,12.48
285,Wilmington,US,2022-02-02 21:31:39,34.2257,-77.9447,61.95,66,100,9.22
286,Polunochnoye,RU,2022-02-02 21:34:05,60.8697,60.4153,3.07,98,79,3.38
287,Koutiala,ML,2022-02-02 21:34:06,12.3917,-5.4642,75.58,10,1,7.87
288,Coquimbo,CL,2022-02-02 21:30:19,-29.9533,-71.3436,67.73,68,20,13.8
289,Bengkulu,ID,2022-02-02 21:32:49,-3.8004,102.2655,76.28,88,97,4.34
290,Warrington,GB,2022-02-02 21:34:06,53.3925,-2.5802,49.91,86,100,1.99
291,Yalvac,TR,2022-02-02 21:34:07,38.2956,31.1778,35.8,99,100,6.13
292,Russell,US,2022-02-02 21:30:14,32.3502,-85.1999,70.92,47,20,16.11
293,Tamandare,BR,2022-02-02 21:34:07,-8.7597,-35.1047,80.29,76,27,10.33
